route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
09,16,3030715,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395788,42934,0,0
09,16,3030716,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395792,42934,0,0
09,16,3030717,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395789,42934,0,0
09,16,3030718,9 S MARTIN L KING - S PENN MEIJER,,0,395791,42932,0,0
09,16,3030685,9 S MARTIN L KING - S PENN MEIJER,,0,395788,42933,0,0
09,16,3030719,9 S MARTIN L KING - S PENN MEIJER,,0,395792,42933,0,0
09,16,3030686,9 S MARTIN L KING - S PENN MEIJER,,0,395789,42933,0,0
09,16,3030720,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395791,42937,0,0
09,16,3030721,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395787,42937,0,0
09,16,3030724,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395788,42937,0,0
09,16,3030725,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395791,42937,0,0
09,16,3030726,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395787,42937,0,0
09,16,3030727,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395788,42937,0,0
09,16,3030728,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395791,42937,0,0
09,16,3030729,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395787,42937,0,0
09,16,3030730,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395788,42937,0,0
09,16,3030731,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395790,42937,0,0
09,16,3030732,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395791,42937,0,0
09,16,3030733,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395787,42937,0,0
09,16,3030734,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395788,42937,0,0
09,16,3030735,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395791,42937,0,0
09,16,3030736,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395787,42937,0,0
09,16,3030739,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395788,42937,0,0
09,16,3030740,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395793,42937,0,0
09,16,3030741,9 HILL VOC CTR - S MARTIN L KING - DOWNTOWN,,1,395791,42937,0,0
